File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Population age 18-64,SSA Disabilty Beneficiaries  age 18-64,Percent of Adult Population Receiving SSA Adult Disability Benefits,Eligible Adult Population,Adult Receipts,Eligible Adult Population Filing Rate,Favorable Adult Determinations,Eligible Adult Population Allowance Rate,All Adult Determinations,Adult Favorable  Determination Rate,Population under age 18,SSI Disabled Child (DC) Beneficiaries,Percent of Population under age 18 Receiving SSI DC Benefits,Eligible Child Population,SSI Disabled Child (DC) Receipts,Eligible Child Population Filing Rate,Favorable SSI Child (DC) Determinations,Eligible Child Population Allowance Rate,All SSI Disabled Child Determinations,SSI Disabled Child Allowance Rate,All Determinations,All Favorable Determinations,Favorable Determination Rate
SSA-SA-FYWL.csv,2,11/10/15,ATL,FL ,FY,2011,11702916,706305,6.04,10996611,181783,1.65,52247,0.48,183932,28.41,3994431,97471,2.44,3896960,39724,0.97,15507,0.38,41669,39.15,222147,67208,30.25
SSA-SA-FYWL.csv,2,11/10/15,ATL,FL ,FY,2012,11805373,735429,6.23,11069944,179600,1.62,50597,0.46,181876,27.82,4002480,103098,2.58,3899382,39213,1.01,15607,0.4,39866,39.15,221742,66204,29.86
SSA-SA-FYWL.csv,2,11/10/15,ATL,FL ,FY,2013,11878569,760416,6.23,11118153,170172,1.54,47965,0.43,165344,29.01,4026674,106362,2.58,3920312,37757,0.97,14299,0.37,36767,38.89,202111,62264,30.81
SSA-SA-FYWL.csv,2,11/10/15,ATL,FL ,FY,2014,12048169,773985,6.42,11274184,163333,1.45,45564,0.4,161965,28.13,4053584,107287,2.65,3946297,35864,0.91,13691,0.35,35856,38.18,197821,59255,29.95
SSA-SA-FYWL.csv,2,11/10/15,ATL,FL ,FY,2015,12048169,773985,6.42,11274184,156934,1.39,42709,0.38,153397,27.84,4053584,107287,2.65,3946297,38129,0.97,15007,0.38,35679,42.06,189076,57716,30.53
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2001,5386624,264615,4.91,5122009,60785,1.19,19072,0.37,60585,31.48,2228686,28672,1.29,2200014,12649,0.57,4854,0.22,12527,38.75,73112,23926,32.73
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2002,5491957,272820,4.97,5219137,66489,1.27,17707,0.34,61432,28.82,2272782,29618,1.3,2243164,13782,0.61,4624,0.21,13050,35.43,74482,22331,29.98
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2003,5582321,281761,5.05,5300560,67459,1.27,18033,0.34,67278,26.8,2312895,30857,1.33,2282038,14503,0.64,5060,0.22,14167,35.72,81445,23093,28.35
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2004,5703094,288788,5.06,5414306,68332,1.26,17328,0.32,68415,25.33,2353777,31538,1.34,2322239,15043,0.65,4953,0.21,15082,32.84,83497,22281,26.68
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2005,5803114,297875,5.13,5505239,67845,1.23,16876,0.31,68127,24.77,2408805,33572,1.39,2375233,14582,0.61,4717,0.2,14786,31.9,82913,21593,26.04
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2006,5942009,305680,5.14,5636329,67806,1.2,16290,0.29,67180,24.25,2465310,35169,1.43,2430141,14838,0.61,4415,0.18,14765,29.9,81945,20705,25.27
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2007,6059293,311549,5.14,5747744,68031,1.18,15440,0.27,64229,24.04,2521744,36316,1.44,2485428,14729,0.59,4205,0.17,14239,29.53,78468,19645,25.04
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2008,6155879,322722,5.24,5833157,71177,1.22,16312,0.28,68428,23.84,2548841,37567,1.47,2511274,16004,0.64,4568,0.18,14839,30.78,83267,20880,25.08
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2009,6230605,342796,5.5,5887809,85130,1.45,19661,0.33,70475,27.9,2583792,39251,1.52,2544541,19121,0.75,5307,0.21,16486,32.19,86961,24968,28.71
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2010,6180528,359606,5.5,5820922,81999,1.39,21919,0.37,77052,28.45,2490955,41166,1.52,2449789,18810,0.74,5261,0.21,17509,30.05,94561,27180,28.74
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2011,6247840,379346,6.07,5868494,60080,1.02,20562,0.35,77336,26.59,2489858,43522,1.75,2446336,19946,0.77,5658,0.22,20567,30.05,94845,25823,27.23
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2012,6290121,398609,6.34,5891512,65083,1.1,14514,0.25,54078,26.84,2490125,45271,1.82,2444854,20130,0.82,5838,0.24,21466,27.2,75544,20352,26.94
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2013,6306503,410310,6.34,5896193,79796,1.35,19338,0.33,76195,25.38,2489709,46047,1.82,2443662,18362,0.75,4888,0.2,18380,26.59,94575,24226,25.62
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2014,6352523,414495,6.52,5938028,69664,1.17,18526,0.31,70854,26.15,2493282,46318,1.86,2446964,17282,0.71,4715,0.19,16804,28.06,87658,23241,26.51
SSA-SA-FYWL.csv,2,11/10/15,ATL,GA ,FY,2015,6352523,414495,6.52,5938028,66752,1.12,17862,0.3,63289,28.22,2493282,46318,1.86,2446964,17350,0.71,5208,0.21,18019,28.9,81308,23070,28.37
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2001,2566411,235803,9.19,2330608,43560,1.87,12620,0.54,42450,29.73,992758,23567,2.37,969191,8347,0.86,3769,0.39,8054,46.8,50504,16389,32.45
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2002,2585343,242410,9.38,2342933,45490,1.94,12880,0.55,44576,28.89,992370,24015,2.42,968355,8888,0.92,4015,0.41,8868,45.28,53444,16895,31.61
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2003,2603004,249909,9.6,2353095,47539,2.02,13585,0.58,45819,29.65,993861,25184,2.53,968677,9481,0.98,4241,0.44,8942,47.43,54761,17826,32.55
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2004,2625053,257252,9.8,2367801,49143,2.08,14228,0.6,47796,29.77,991792,25797,2.6,965995,9679,1,4469,0.46,9552,46.79,57348,18697,32.6
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2005,2643196,262459,9.93,2380737,47453,1.99,13144,0.55,47117,27.9,995497,26678,2.68,968819,9682,1,4262,0.44,9597,44.41,56714,17406,30.69
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2006,2660258,268924,10.11,2391334,49586,2.07,13364,0.56,47964,27.86,1001805,27744,2.77,974061,9982,1.02,4121,0.42,9583,43,57547,17485,30.38
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2007,2682502,275284,10.26,2407218,49401,2.05,13091,0.54,48751,26.85,1004174,29050,2.89,975124,10369,1.06,4281,0.44,10271,41.68,59022,17372,29.43
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2008,2695314,282627,10.49,2412687,49429,2.05,12848,0.53,47938,26.8,1008064,29666,2.94,978398,9857,1.01,3916,0.4,10000,39.16,57938,16764,28.93
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2009,2729454,292965,10.73,2436489,55482,2.28,15721,0.65,51370,30.6,1014323,30290,2.99,984033,10658,1.08,4096,0.42,9919,41.29,61289,19817,32.33
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2010,2743411,304109,10.73,2439302,59663,2.45,16338,0.67,57218,28.55,1023118,30299,2.99,992819,10139,1.03,3836,0.39,10015,38.3,67233,20174,30.01
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2011,2756550,309532,11.23,2447018,58270,2.38,15462,0.63,61023,25.34,1020955,29922,2.93,991033,9504,1.02,3618,0.39,10096,38.3,71038,19298,27.17
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2012,2747524,312983,11.39,2434541,55816,2.29,13247,0.54,53656,24.69,1018238,29633,2.91,988605,9572,0.97,3735,0.38,9268,40.3,62924,16982,26.99
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2013,2899027,313461,11.39,2585566,53633,2.2,12482,0.51,52524,23.76,1112957,28875,2.91,1084082,8792,0.89,3611,0.37,8826,40.91,61350,16093,26.23
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2014,2746329,310919,11.32,2435410,48565,1.99,12598,0.52,51173,24.62,1012614,27941,2.76,984673,7745,0.79,3267,0.33,8126,40.2,59299,15865,26.75
SSA-SA-FYWL.csv,2,11/10/15,ATL,KY ,FY,2015,2746329,310919,11.32,2435410,47050,1.93,12481,0.51,45996,27.13,1012614,27941,2.76,984673,7658,0.78,3385,0.34,7540,44.89,53536,15866,29.64
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2001,1738726,151679,8.72,1587047,35516,2.24,9741,0.61,33224,29.32,769238,19606,2.55,749632,10551,1.41,3228,0.43,9952,32.44,43176,12969,30.04
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2002,1746808,155412,8.9,1591396,36754,2.31,9882,0.62,34742,28.44,764595,20278,2.65,744317,10915,1.47,3377,0.45,10586,31.9,45328,13259,29.25
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2003,1755759,159331,9.07,1596428,36494,2.29,9216,0.58,34503,26.71,761499,21262,2.79,740237,11766,1.59,3190,0.43,10742,29.7,45245,12406,27.42
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2004,1768987,163260,9.23,1605727,36532,2.28,9552,0.59,36563,26.12,762807,21869,2.87,740938,12060,1.63,3420,0.46,12115,28.23,48678,12972,26.65
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2005,1777239,167023,9.4,1610216,34053,2.11,8609,0.53,32777,26.27,763498,22482,2.94,741016,10974,1.48,3157,0.43,11181,28.24,43958,11766,26.77
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2006,1776020,169214,9.53,1606806,36384,2.26,9063,0.56,36395,24.9,759724,22825,3,736899,10546,1.43,2891,0.39,10670,27.09,47065,11954,25.4
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2007,1789893,171290,9.57,1618603,38664,2.39,8144,0.5,34653,23.5,766120,22961,3,743159,10341,1.39,2518,0.34,10208,24.67,44861,10662,23.77
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2008,1800300,174646,9.7,1625654,38526,2.37,8440,0.52,34894,24.19,766720,22962,2.99,743758,10586,1.42,2680,0.36,10264,26.11,45158,11120,24.62
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2009,1807341,181128,10.02,1626213,40957,2.52,9632,0.59,37348,25.79,767742,23860,3.11,743882,11506,1.55,3165,0.43,10827,29.23,48175,12797,26.56
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2010,1834218,186829,10.02,1647389,41881,2.58,9440,0.58,39223,24.07,754068,24008,3.11,730060,11627,1.56,3128,0.42,11258,27.78,50481,12568,24.9
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2011,1840202,190828,10.37,1649374,43491,2.64,10604,0.64,43806,24.21,750239,24136,3.22,726103,11877,1.6,3113,0.43,12025,27.78,55064,13732,24.94
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2012,1835518,194350,10.59,1641168,41011,2.5,10184,0.62,41690,24.43,745333,24194,3.25,721139,11163,1.55,2878,0.4,11470,25.09,53160,13062,24.57
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2013,1837475,196127,10.59,1641348,39580,2.41,9749,0.59,39916,24.42,737432,24062,3.25,713370,10670,1.48,2773,0.38,10537,26.32,50453,12522,24.82
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2014,1834427,196212,10.7,1638215,37829,2.31,9360,0.57,37108,25.22,731269,23372,3.2,707897,9607,1.36,2685,0.38,9665,27.78,46773,12045,25.75
SSA-SA-FYWL.csv,2,11/10/15,ATL,MS ,FY,2015,1834427,196212,10.7,1638215,36731,2.24,9073,0.55,36218,25.05,731269,23372,3.2,707897,8765,1.24,2530,0.36,8778,28.82,44996,11603,25.79
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2001,5213767,294955,5.66,4918812,66094,1.34,21261,0.43,63022,33.74,2000053,30392,1.52,1969661,12407,0.63,4729,0.24,12008,39.38,75030,25990,34.64
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2002,5282336,307075,5.81,4975261,71708,1.44,22290,0.45,69827,31.92,2028904,31437,1.55,1997467,13645,0.68,5078,0.25,13374,37.97,83201,27368,32.89
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2003,5338132,320026,6,5018106,72819,1.45,22056,0.44,70164,31.43,2055365,33450,1.63,2021915,14369,0.71,5790,0.29,14204,40.76,84368,27846,33.01
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2004,5414686,331988,6.13,5082698,76543,1.51,22188,0.44,72206,30.73,2076139,34837,1.68,2041302,15266,0.75,5727,0.28,14349,39.91,86555,27915,32.25
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2005,5496674,344135,6.26,5152539,74647,1.45,22429,0.44,75014,29.9,2111366,36756,1.74,2074610,14783,0.71,5706,0.28,14760,38.66,89774,28135,31.34
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2006,5616359,355917,6.34,5260442,74741,1.42,21683,0.41,75279,28.8,2152937,38329,1.78,2114608,14244,0.67,5287,0.25,14541,36.36,89820,26970,30.03
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2007,5729736,365231,6.37,5364505,74496,1.39,20396,0.38,73201,27.86,2208479,39924,1.81,2168555,15104,0.7,5340,0.25,14505,36.81,87706,25736,29.34
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2008,5839685,375697,6.43,5463988,75544,1.38,20111,0.37,67201,29.93,2243677,40606,1.81,2203071,14831,0.67,4894,0.22,13568,36.07,80769,25005,30.96
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2009,5910892,394675,6.68,5516217,83222,1.51,23364,0.42,81807,28.56,2277967,41342,1.81,2236625,16309,0.73,5554,0.25,15915,34.9,97722,28918,29.59
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2010,6038241,413825,6.68,5624416,94394,1.71,23839,0.43,87918,27.12,2279498,41821,1.81,2237677,17169,0.77,5523,0.25,16634,33.2,104552,29362,28.08
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2011,6090022,425335,6.98,5664687,97060,1.71,24699,0.44,100208,24.65,2287593,42740,1.87,2244853,17551,0.76,6119,0.25,18334,33.2,116842,30222,25.87
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2012,6117676,438192,7.16,5679484,94700,1.67,25195,0.44,96428,26.13,2286528,43917,1.92,2242611,17150,0.76,6060,0.27,17857,33.94,114285,31255,27.35
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2013,6155356,447240,7.16,5708116,90166,1.59,24075,0.42,86357,27.88,2285605,43946,1.92,2241659,15421,0.69,5157,0.23,15160,34.02,101517,29232,28.8
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2014,6193053,449293,7.25,5743760,87858,1.53,22620,0.39,86899,26.03,2287549,43410,1.9,2244139,14092,0.63,4654,0.21,13938,33.39,100837,27274,27.05
SSA-SA-FYWL.csv,2,11/10/15,ATL,NC ,FY,2015,6193053,449293,7.25,5743760,84493,1.47,21039,0.37,83759,25.12,2287549,43410,1.9,2244139,15055,0.67,5054,0.23,14570,34.69,98329,26093,26.54
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2001,2551769,163019,6.39,2388750,33594,1.41,11255,0.47,31900,35.28,1015027,17260,1.7,997767,7165,0.72,2571,0.26,6972,36.88,38872,13826,35.57
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2002,2580856,168377,6.52,2412479,36487,1.51,11065,0.46,33311,33.22,1018697,17349,1.7,1001348,7867,0.79,2482,0.25,7342,33.81,40653,13547,33.32
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2003,2609953,174463,6.68,2435490,37298,1.53,10668,0.44,36113,29.54,1021999,17721,1.73,1004278,8176,0.81,2893,0.29,8192,35.31,44305,13561,30.61
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2004,2648695,179811,6.79,2468884,39636,1.61,10354,0.42,36268,28.55,1025946,18071,1.76,1007875,8600,0.85,2612,0.26,7793,33.52,44061,12966,29.43
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2005,2678940,185426,6.92,2493514,38278,1.54,10227,0.41,38589,26.5,1032908,18444,1.79,1014464,8455,0.83,2770,0.27,8745,31.68,47334,12997,27.46
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2006,2725371,189345,6.95,2536026,37398,1.47,8881,0.35,39731,22.35,1045275,18760,1.79,1026515,7705,0.75,2453,0.24,8470,28.96,48201,11334,23.51
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2007,2773727,192681,6.95,2581046,38393,1.49,8459,0.33,36006,23.49,1058062,19188,1.81,1038874,7966,0.77,2210,0.21,7619,29.01,43625,10669,24.46
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2008,2817278,199499,7.08,2617779,39931,1.53,11243,0.43,36624,30.7,1066227,19659,1.84,1046568,8104,0.77,2555,0.24,7600,33.62,44224,13798,31.2
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2009,2857287,210923,7.38,2646364,46818,1.77,12923,0.49,40593,31.84,1080732,20118,1.86,1060614,9328,0.88,2733,0.26,8483,32.22,49076,15656,31.9
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2010,2920607,221351,7.38,2699256,48235,1.82,13517,0.51,44365,30.47,1079569,20282,1.86,1059287,9987,0.94,2723,0.26,9294,29.3,53659,16240,30.27
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2011,2940114,229441,7.8,2710673,45967,1.7,12318,0.45,44086,27.94,1080555,20737,1.92,1059818,9568,0.94,2829,0.26,10393,29.3,53380,15041,28.18
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2012,2948174,236553,8.02,2711621,50269,1.85,13637,0.5,50204,27.16,1080090,20689,1.92,1059401,9665,0.91,2623,0.25,9694,27.06,59898,16260,27.15
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2013,2967273,241133,8.02,2940982,49121,1.81,13958,0.51,46139,30.25,1079798,20743,1.92,1059055,8882,0.84,2566,0.24,8539,30.05,54678,16524,30.22
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2014,2985869,241251,8.08,2959456,41629,1.41,12134,0.41,42923,28.27,1084748,20459,1.89,1064289,8339,0.78,2633,0.25,8703,30.25,51626,14767,28.6
SSA-SA-FYWL.csv,2,11/10/15,ATL,SC ,FY,2015,2985869,241251,8.08,2959456,43954,1.49,12230,0.41,42453,28.81,1084748,20459,1.89,1064289,8610,0.81,2667,0.25,8345,31.96,50798,14897,29.33
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2001,3634143,239166,6.58,3394977,52049,1.53,12455,0.37,48374,25.75,1406013,21219,1.51,1384794,9771,0.71,3434,0.25,9521,36.07,57895,15889,27.44
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2002,3667648,245851,6.7,3421797,56846,1.66,13285,0.39,52479,25.31,1411316,21517,1.52,1389799,9815,0.71,3237,0.23,9570,33.82,62049,16522,26.63
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2003,3700075,254138,6.87,3445937,58280,1.69,13241,0.38,54265,24.4,1419162,21907,1.54,1397255,10720,0.77,3340,0.24,9914,33.69,64179,16581,25.84
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2004,3741293,262499,7.02,3478794,59930,1.72,13436,0.39,55566,24.18,1425596,22216,1.56,1403380,10327,0.74,3309,0.24,10031,32.99,65597,16745,25.53
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2005,3787059,270196,7.13,3516863,58410,1.66,12370,0.35,56885,21.75,1440383,22522,1.56,1417861,9888,0.7,3017,0.21,9506,31.74,66391,15387,23.18
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2006,3835619,278679,7.27,3556940,52769,1.48,12610,0.35,58656,21.5,1459269,23377,1.6,1435892,9574,0.67,3102,0.22,9720,31.91,68376,15712,22.98
SSA-SA-FYWL.csv,2,11/10/15,ATL,TN ,FY,2007,3886324,285723,7.35,3600601,55855,1.55,12129,0.34,54585,22.22,1469144,23671,1.61,1445473,9528,0.66,2960,0.2,9578,30.9,64163,15089,23.52
